Country Name,Country Code,Series Name,Series Code,2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Afghanistan,AFG,Trade (% of GDP),NE.TRD.GNFS.ZS,..,..,..,..,..,..,..,..,..,..,..,46.7098945514103,51.4117163747271,72.8854696086536,67.2733432760503
Afghanistan,AFG,Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,86,86,88,88,88,87,88,93,91,91,91,95,93,95,..
Afghanistan,AFG,Young people (ages 15-24) newly infected with HIV,SH.HIV.INCD.YG,500,500,500,500,500,500,500,500,500,500,500,500,500,500,..
Albania,ALB,Adjusted savings: net national savings (% of GNI),NY.ADJ.NNAT.GN.ZS,4.9897248957187,7.53199338628684,6.77435144555916,5.28388146448211,3.37104636010363,1.41921450270469,-0.149362121391052,0.235811556864673,-0.498714403913626,-0.173926830293549,-2.43043760967515,-3.34272331300083,2.541237962628,..,..
Albania,ALB,Adjusted savings: particulate emission damage (% of GNI),NY.ADJ.DPEM.GN.ZS,0.251016446649349,0.237299518522626,0.26812258715265,0.278814321703195,0.248905095991213,0.249135930046865,0.245529147438201,0.2479205021224,0.24823123835544,0.247085902678254,0.24116544921998,0.246038756135664,0.224433449475748,..,..
Albania,ALB,Adolescents out of school (% of lower secondary school age),SE.SEC.UNER.LO.ZS,..,..,..,..,0.984170019626617,1.34599995613098,0.455359995365143,0.708530008792877,4.99675989151001,1.20904004573822,2.05876994132996,2.79332995414734,2.63306999206543,2.74965000152588,5.44810009002686
Albania,ALB,Agricultural land (% of land area),AG.LND.AGRI.ZS,43.8430656934307,43.8430656934307,43.8321167883212,43.8430656934307,43.3321167883212,42.857299270073,42.8576642335766,43.1277372262774,42.8569708029197,42.8496715328467,42.8467153284672,42.538503649635,41.471897810219,41.4452554744526,..
Albania,ALB,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,16.7943836018798,17.9558663972347,18.2267896025292,18.7668018946422,19.5651578123229,19.9901813581977,19.7802144171366,19.8499944651163,19.0221266422351,17.9155539877413,18.1604049243108,18.8061378645762,17.7932042707089,16.9844794042968,16.2225675343538
Albania,ALB,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,0.153,0,0,0,0,..,..,..,..,0,0,..,..,..,..
Albania,ALB,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,21.8750151944777,23.2821918775617,22.1093361945263,25.419173756688,26.0687850119228,24.5480502099359,..,..,..,..,..,..,..,..,..
Albania,ALB,Arms exports (SIPRI trend indicator values),MS.MIL.XPRT.KD,..,..,0,..,..,..,..,..,..,..,..,..,..,..,..
